repo_id,repo_name,event_count,new_contributors_count
19871195,practice_assignment,1207,589
2667,timburks/nu,1469,715
1413152,DanielRapp/Noisy,739,358
21066490,cryptonotefoundation/cryptonote,1066,516
459274,phpbb/phpbb,407,197
35632797,EpicGames/Signup,3199,1546
14540032,apache-shiro-tutorial-webapp,1055,507
32483998,rgamba/tonic,225,108
36245991,sphinx02/FireStarter,1519,728
16214848,c101,119,57
1447461,egreenfield/M2D,180,86
18194487,hello-world,291,139
10391080,xserver,283,135
1262687,joericioppo/MyStyledView,126,60
2480979,bootstrap-xtra,240,114
40333593,huanxsd/JYPaging,253,120
52189520,TMCoding/Plantation,738,350
7444918,MPU-9150_Breakout,287,136
8611101,Android-UI-Tutorials,454,215
15961224,googledrive/zipextractor,374,177
7884662,wenjun1055/c,222,105
21768546,react-rcs,127,60
18442377,dotfiles,163,77
19587,dpp/liftweb,193,91
24366295,frontend-nanodegree-resume,2736,1289
1373150,jonromero/music-as-data,347,163
3605678,policy,314,147
8654975,johnpapa/PluralsightSpaJumpStartFinal,524,245
16108830,rdpeng/courses,6806,3178
1507583,exemplos,393,183
48143152,ObscureCode/Pear,280,130
1157583,joshaber/JAListView,194,90
35699987,Hotsotse/Hang-man,448,207
6016224,DAModularTableView,316,146
12656659,loiane/curso-java-basico,462,213
801991,wesabe/ssu,407,187
1451704,jessegrosjean/DropboxSync,303,139
64629563,fTerm/fTerm,218,100
9795555,UnityThirdPersonTutorial,229,105
474086,drupalcommerce/drupalcommerce,155,71
23806622,RateMyApp,213,97
16108830,courses,1650,751
2105143,i2cdevlib,2836,1285
1329142,richardshepherd/TwentyTenFive,168,76
41509732,zymtom/DidIStealThis,524,237
14975849,SheetJS/j,115,52
10262104,API-NG-sample-code,519,234
690697,wordpress/wordpress,413,186
5447903,node-js-sample,12849,5738
7722030,com.youtube.rest,240,107
8611101,javatechig/Android-UI-Tutorials,457,203
716895,Marak/JSONloops,259,115
1455833,rkh/almost-sinatra,410,182
1358085,rociiu/face,140,62
4341924,Head-First-HTML,122,54
1699826,wakaleo/game-of-life,5774,2546
6445811,sgolivernet/curso-android-src,558,246
1794386,gnome-shell-extensions-pidgin,261,115
4043313,innovators-patent-agreement,545,240
7329268,canadaduane/house,243,107
195122,Objective3/ElementParser,183,80
52191651,TMCoding/Plantation,2171,948
845412,zencoder/html5-boilerplate-for-wordpress,463,201
64604040,bloodycoder/githack,1996,866
27114173,smartties/Blip-Blop-for-Android,136,59
1426723,antirez/otree,150,65
70338660,duboviy/minicache,139,60
1045381,phonegap-start,7916,3406
4413709,evernote-sdk-python3,249,107
2629840,mint.js,154,66
24366295,udacity/frontend-nanodegree-resume,24935,10659
50898278,tubie/JFQiXin,904,386
20144827,hoosin/EveryDaySport,630,269
15917132,rdpeng/ProgrammingAssignment2,73631,31420
1464422,couchbaselabs/iOS-Couchbase,757,323
48855539,oduslabs/Console-Kit,655,279
953712,facebook/runwithfriends,202,86
61489113,Bupterambition/AwesomeIntroguideView,275,117
1206603,jupiterjs/syn,292,124
4437818,jmstanto/data-science-r,106,45
46991975,dchqinc/dchq-docker-java-example,203,86
12697770,underverk/3D_Printer,116,49
1820882,gotgit,580,245
69629434,FreeCodeCampChina/freecodecamp.cn,6363,2686
13973810,Frontend2-America,596,251
1064872,michenriksen/css3buttons,874,368
16652294,Swa-app,314,132
1501668,cw-lunchlist,148,62
28457823,FreeCodeCamp/FreeCodeCamp,275689,115429
63645552,ccubed/PyMoe,275,115
74091519,Delyer/JYCarousel,165,69
5364106,esri.github.com,372,155
1444414,tglines/nodrr,156,65
23087250,Barnacules/Codegasm,233,97
21454338,Maroc-OS/doulCi,149,62
36800003,kevin-yuan/android-wifi-connecter,243,101
7341794,webhostinghub-glyphs,371,154
1559968,cshum/SCM-Music-Player,169,70
61227106,GetRektByMe/Pixie,249,103
9546965,hmkcode/Java,871,360
5557136,hadynz/repository.arabic.xbmc-addons,167,69
18122928,jameswillweb/github-for-web-designers,184,76
52439413,Cleveroad/CRAndroidMBootAnimationView,160,66
49765480,LightningNetwork/lnd,900,371
8308179,telerik/xaml-sdk,712,293
27180672,Diversity,168,69
47174119,YixuanFranco/YourBoyfriend,332,136
2160255,WebWorks-Samples,220,90
1339905,ruidlopes/minimal.js,181,74
15754022,jellyreader,597,244
51215534,Lloydaaa/Googl-Library-PHP,695,284
1423307,paulrouget/html5dashboard,174,71
28854304,startupjing/Tech_Notes,913,372
14933726,googleads-mobile-android-examples,572,233
734871,modestmaps-js,366,149
6245355,ripple,170,69
1255504,appcelerator/tweetanium,106,43
1461617,Machx/Xcode-Keyboard-Shortcuts,252,102
6737965,emoji-rspec,425,172
2818343,python3-memcached,218,88
2749788,gephi-plugins,526,212
68092070,kirilkirkov/Shopping-Cart-Solution---CodeIgniter,273,110
68709381,nim4/DBShield,349,140
56025994,Maverun/Nurevam,302,121
1224961,benbjohnson/grapevine,150,60
18561376,edj-boston/coursera-r-programming,278,111
1672983,Sprinter,363,144
40212802,SmartThingsCommunity/SmartThingsPublic,18306,7259
33914707,Johnhacker/MIUIJS,396,157
8877717,javatechig/Advance-Android-Tutorials,679,269
8005233,web-friend-smash,346,137
24336654,GeekTrainer/Introduction-Programming-Python,829,328
4323500,Mint,182,72
29176920,rain1017/async-lock,236,93
12544093,Android,1473,580
981065,mailchimp/Email-Blueprints,992,390
1150837,SensorKinect,425,166
1450877,iosdeveloper/SlideToCancel,108,42
1348535,appcelerator-titans/ARti,139,54
38575198,movielala/YoutubeSourceParserKit,534,207
1045381,phonegap/phonegap-start,2863,1105
488652,robmonie/jquery-week-calendar,268,103
609787,facebook/php-sdk,4407,1693
749021,elliothaughin/codeigniter-facebook,315,121
1406044,Instagram/Realtime-Demo,151,58
7223635,kickstarter,198,76
18561376,coursera-r-programming,361,138
8308179,xaml-sdk,427,163
16470515,tony-green/coolweather,548,209
884135,Adafruit-Motor-Shield-library,184,70
8877717,Advance-Android-Tutorials,405,154
224425,richhickey/clojure,208,79
8522174,dmpe/R,453,172
11675734,mafudge/LearnJava,253,96
1456223,disqus/django-db-utils,116,44
1255838,Touch-Screen-Library,127,48
34602208,DanieleP/PA2-clarifying_instructions,440,166
9546965,Java,472,178
23623661,emulator,297,112
21312037,sindresorhus/cp-file,592,223
12114461,smartthings-users/device-type.nest,327,123
1434708,antirez/redis-timeseries,125,47
2394064,square.github.io,258,97
14975849,j,298,112
67445124,m1guelpiedrafita/LicAPI,245,92
37436473,Hotsotse/cowsay,160,60
28337006,PHP-BOOTSTRAP,104,39
15435,tobi/liquid,171,64
7349143,StudyDemo,492,184
239641,zoul/Finch,363,135
1559968,cshum/scm-music-player,277,103
32543380,hushnymous/android_frameworks_base,280,104
1386686,AndrewVos/github-statistics,105,39
5518793,Mzzopublic/C,859,319
51154253,Cleveroad/CRParticleEffect,1092,405
239641,Finch,526,195
9056944,iOSSnippet,284,105
1282359,egonelbre/jsfx,287,106
38586576,PlusHaze/TrayNotification,1338,493
14540032,lhazlewood/apache-shiro-tutorial-webapp,1860,685
446949,tobeytailor/gordon,296,109
3975025,hackdaymanifesto.github.com,568,209
5782969,PE-Analog-Clock-icon-font,397,146
2553402,rakeshcusat/Code4Reference,419,154
702886,schacon/git-reference,245,90
9248308,mejorandolaclase/mejorandocurso,207,76
474645,kolanos/kohana-universe,109,40
1353709,Laurelai/decompile-dump,371,136
386546,commonsguy/cw-andtutorials,142,52
4190053,brandico.font,457,167
6515967,pappu-pakia,189,69
28337006,Harazaki/PHP-BOOTSTRAP,148,54
354961,facebook/connect-js,804,292
55110176,li-xiaojun/ShootPlane,113,41
21848231,Tower-KevinLi/Designers-Learn-Git,3013,1093
54374675,544523660/LKFMDB,171,62
1433212,rjyo/Air-Test,207,75
532252,jupiterjs/documentjs,504,182
6106472,Surviving-with-android,1742,629
469664,Adafruit-Eagle-Library,496,179
601569,facebook/python-sdk,787,284
2544179,Arduino,749,270
537622,appcelerator/KitchenSink,1385,499
28599663,Viperey/seriesLyks,214,77
61925510,CoderZhuXH/XHNetworkCache,203,73
386546,cw-andtutorials,142,51
38549122,gngeorgiev/firesync,195,70
7778764,ihrupin/samples,368,132
247926,mikeknapp/AppEngine-OAuth-Library,134,48
11110016,setup,2072,740
1082174,live-coding-presentations,448,160
3675253,adobe/adobe.github.com,507,181
2781154,mobile-samples,2080,742
946134,nadlabak/android,385,137
17621324,struts-examples,149,53
1366203,seatgeek/soulmate,864,307
23677422,MapManager,290,103
18442377,lewagon/dotfiles,2072,735
26793680,cypresssemiconductorco/PSoC-4-BLE,499,177
7673841,cytoscape.github.com,274,97
928874,jquery/jquery-datalink,249,88
914153,maxogden/couchappspora,136,48
9735209,test_files,289,102
55026106,huluoyang/freecodecamp.cn,8796,3104
9248308,platzi/mejorandocurso,414,146
43959517,Cleveroad/slidingtutorial-android,2167,763
28293094,copy-ninja/SmartThings_MyQ,480,169
10262104,betfair/API-NG-sample-code,367,129
679560,macek/google_pacman,251,88
1425057,imathis/hsl-color-picker,117,41
1034460,maraujop/django-rules,140,49
6490560,sdrdis/hotfix,266,93
28457823,FreeCodeCamp/freecodecamp,25068,8751
1332511,bdurand/lumberjack,221,77
11109956,dotfiles,1596,556
6240369,tangkai/android,316,110
841412,monodroid-samples,2823,982
49309068,hyongbai/recompress-apk,187,65
803270,mikechambers/as3corelib,987,343
20042152,cgm-remote-monitor,4917,1707
2751542,LearningAndroidYamba,242,84
58597481,juancarlospaco/anglerfish,430,149
52269243,caihao/computational_physics_whu,364,126
45666188,ddwhan0123/BlogSample,234,81
563390,mattgemmell/MGTwitterEngine,653,225
229790,henon/GitSharp,305,105
6490560,hotfix,375,129
241892,subsonic/SubSonic-3.0,262,90
26119941,telerik/ui-for-aspnet-mvc-examples,886,304
7024259,maxogden/gh-pages-template,105,36
21014984,jongalloway/MVA-Introduction-to-ASPNET-MVC,429,147
16652294,survivingwithandroid/Swa-app,435,149
29396841,MarioZ/MadMilkman.Ini,254,87
6873581,antiharassment-policy,599,205
15143217,vitorbalbio/code,114,39
22896115,TC-Crew/L-Assemblies,252,86
1359724,StanAngeloff/compass-magick,323,110
1623654,gskinner/AS3Libs,347,118
15681670,devart-template,3429,1164
4211443,openwebicons,827,280
1507583,tableless/exemplos,331,112
26806037,gaopu/Java,243,82
7357998,androrat,392,132
5126661,Spry,205,69
2327762,wmuSlider,217,73
61947497,Fnoz/FNMatchPull,547,184
30348040,lewagon/data-kit,244,82
1386806,73rhodes/sideflow,122,41
14006028,SheetJS.github.io,259,87
115508,rentzsch/clicktoflash,134,45
1468120,Remote-Bluetooth-Android,167,56
28560779,sgolivernet/curso-android-src-as,466,156
639538,Brajeshwar/Sass.mode,102,34
240475,apache/hadoop-hdfs,108,36
2544179,RobTillaart/Arduino,1886,628
4312928,LearnProgramming/standards-and-practices,665,221
9279301,Try-Git/try_git,169,56
47311134,timmy3131/design-resource,1564,518
28672,mmangino/facebooker,136,45
5364106,Esri/esri.github.com,242,80
22931603,DataScienceSpecialization/DataScienceSpecialization.github.io,3280,1084
479583,storytlr/core,115,38
175767,iphone-3.0-cookbook-,397,131
3405587,rostock,182,60
63361775,Fnoz/FNPaperShredder,313,103
1364093,garand/Sticky,152,50
1411404,shiffman/The-Nature-of-Code,219,72
30963638,agragregra/wordpress-landing-page-lesson,566,186
7766448,dianping-open-sdk,277,91
225784,richhickey/clojure-contrib,137,45
175767,erica/iphone-3.0-cookbook-,402,132
28195535,mu29/danbi,454,149
280098,thefaj/OpenFlow,424,139
1386806,sideflow,232,76
3245790,BoxBilling,110,36
18486300,lewagon/setup,541,177
13719322,shannonturner/python-lessons,150,49
3093730,kendo-examples-asp-net-mvc,242,79
56278099,esthercrawford/EstherBot,1692,551
9387601,datasci_course_materials,2768,901
89163,sciyoshi/pyfacebook,255,83
3966874,APDPlat,2056,668
1368539,pengkong/A3M-for-CodeIgniter-2.0,117,38
17166603,CUSSender,117,38
7722030,308tube/com.youtube.rest,191,62
14064736,antionio/game-off-2013,191,62
18430108,josephyzhou/github-trending,2330,756
3605678,tumblr/policy,296,96
2349220,OptiLoader,108,35
34483694,Azure/azure-stream-analytics,562,182
1220467,elc/ELCTextFieldCell,139,45
2105143,jrowberg/i2cdevlib,3472,1124
5475661,CTP,346,112
59386984,gngeorgiev/jshell,170,55
4276735,HTML5-canvas-projects,263,85
39634,sintaxi/phonegap,1034,334
858140,book-exercises,124,40
9775952,Spring-Framework,496,160
1304217,simurai/ZEN-Player,258,83
4500853,Example-Sketch-for-IMU-including-Kalman-filter,252,81
1473004,bobmccune/Core-Animation-Demos,215,69
40706,joshuaclayton/blueprint-css,2860,917
17841355,maxwihlborg/youtube-tutorials,515,165
694779,cocos2d,506,162
1281555,chriso/load.js,328,105
17841355,youtube-tutorials,200,64
13732486,quinnliu/machineLearning,566,181
8618010,wengkai/ACLLib,263,84
851700,sparkfun/SparkFun-Eagle-Library,238,76
57210915,Qihoo360/huststore,871,278
505380,jbogard/AutoMapper,257,82
759331,uswaretech/Django-Socialauth,163,52
103175,shuber/attr_encrypted,279,89
6468691,PolyBranch,116,37
365777,cw-android,1321,421
132214,jimpick/twitterfon,113,36
1088970,kwhinnery/Helium,135,43
311527,imathis/fancy-buttons,537,171
17446152,gabrielecirulli/2048,7413,2351
278745,cw-advandroid,1720,544
2488812,ASP.NET-MVC-ACME-Invoicing--App,250,79
69574700,sindresorhus/ponyfill,421,133
47557955,SEEDTEAM/TeleSeed,2213,699
770475,memo/msalibs,152,48
12697770,3D_Printer,165,52
512316,jquerymx,238,75
7518626,codeafrica/github-africa,311,98
51974076,wardowsmcc/badass,2409,758
1680851,Agile-Carousel,213,67
48609158,DUBULEE/CoordinatorLayoutHelper,175,55
1434138,tlrobinson/evil.css,436,137
259902,digdog/MapKitDragAndDrop,156,49
2843336,Github-Pages-Example,102,32
266798,uscode,753,236
2567428,NDK-Samples,501,157
41346743,goagent/goagent,2072,649
13090545,MLPNeuralNet,899,281
68576689,SheetJS/printj,144,45
677514,tobia/CrossSlide,176,55
9687103,pokerstove,432,135
34261775,cgapps/vendor_google,1162,363
11538414,vkarpov15/mean-stack-skeleton,125,39
8372697,av3-fc,593,185
364551,haseman/Android-AR-Kit,170,53
65603868,CoderZhuXH/XHToastSwift,167,52
10158224,Prusa3-vanilla,151,47
22931603,DataScienceSpecialization.github.io,1404,437
1251502,TouchCode/TouchJSON,826,257
9248308,mejorandocurso,1161,361
6600554,LiveSDK-for-Windows,341,106
4151739,umobile-app-phonegap,409,127
5396462,weibo_android_sdk,1546,480
8898545,codeFactory,171,53
23576247,ASNETutorial,171,53
14257787,KonradIT/autoexechack,626,194
1329729,demosthenese/iRate,184,57
160992,apache/solr,481,149
1229585,hookbox/hookbox,149,46
250217,capttaco/Briefs,298,92
1614858,cloudwu/windsoul,149,46
25210766,Grafikart/ST3-LiveReload,230,71
17010295,liumeijun.com,175,54
679560,google_pacman,201,62
65891,platform_packages_apps_alarmclock,120,37
22873143,cocos2d-js,120,37
18298135,Cuevana/storm,318,98
3777631,muledump,448,138
4341924,bethrobson/Head-First-HTML,348,107
65828,kernel_common,384,118
2822987,Oracle-DBA-Scripts,101,31
8644048,SlidingMenu,264,81
796825,leah/PullToRefresh,1105,339
3675253,adobe.github.com,826,253
2793875,wojilu,591,181
7444918,sparkfun/MPU-9150_Breakout,170,52
1349627,tmm1/rbtrace,1352,413
4587670,stm32f4-examples,151,46
38194009,JDongian/stargazers,151,46
5264825,shopify.github.com,467,142
15242520,CyberLink4Android,158,48
1926525,DHT-sensor-library,623,189
84695,syntacticx/livepipe-ui,122,37
1848178,Gnome-Pie,244,74
16525746,clumsy-bird,1874,568
6313,insoshi/insoshi,525,159
5406732,w3c/html,251,76
25306,pieter/gitx,664,201
65906,platform_packages_apps_settings,708,214
91967,atmos.github.io,692,209
365424,mzarra/ZSync,116,35
2203510,librojquery,355,107
110074,darwin/visor,292,88
6914572,Instagram-Bot,186,56
1621813,programmingpig,206,62
109536,magentomirror/magento-mirror,113,34
2203510,leandono/librojquery,113,34
462859,facebook/xhp,276,83
845547,php-emoji,562,169
620669,zac/dragkit,143,43
593092,pcgod/mumble-android,153,46
8493582,letsmod-mod,340,102
2085412,ahmetcemturan/SFACT,490,147
1423105,sebastien/watchdog,200,60
8688208,dredit,550,165
17101828,swirl_courses,2689,806
9652982,appacademy/prep-work,704,211
9185413,alfred-emoji-workflow,544,163
3514494,Mendel90,414,124
660976,hagenburger/lemonade,261,78
8023803,diydrones/PX4Firmware,646,193
969055,rsandor/gury,308,92
17446152,2048,19300,5762
1497788,cameronmcefee/Image-Diff-View-Modes,335,100
370515,soundcloud/Widget-JS-API,124,37
3679708,pyodconverter,265,79
8445877,platform-samples,507,151
16659106,ExData_Plotting1,16926,5041
3025410,web2py-appliances,299,89
30042287,udacity/fullstack-nanodegree-vm,6756,2008
1072216,node-usb,101,30
1602288,cloudfoundry/vcap-java,273,81
976192,xuming/micolog,162,48
6468691,gbatha/PolyBranch,142,42
29205154,genomicsclass/dagdata,545,161
67179,takuma104/ntlniph,156,46
91992,mojombo/mojombo.github.com,268,79
14933717,googleads-mobile-ios-examples,285,84
2881789,geekcomputers/Python,3679,1084
51732606,jhu-ep-coursera/fullstack-course4,2454,723
575625,mrdoob/harmony,163,48
30271659,sugarcrm/SugarCE-Add-ons,917,270
160985,apache/hbase,262,77
1334594,wireframe/multitenant,177,52
20424953,SequoiaDB/SequoiaDB,984,289
17101828,swirldev/swirl_courses,6713,1970
747287,android,3273,960
5494,sstephenson/prototype,2555,749
37496738,xamarin/recipes,1235,362
5386653,push-notifications-sdk,883,258
2014347,Adafruit-BMP085-Library,137,40
5733912,patorjk/JavaScript-Snake,394,115
4276866,IcoMoon--limited-,521,152
21447895,AugustRush/ARCoreData,350,102
9935122,pearkes/gethub,151,44
1468022,CMVS-PMVS,230,67
1834988,rplos,718,209
267286,mongodb-csharp,196,57
1380234,GiK/gik-animated-callout,148,43
16865091,minixalpha/minixalpha.github.io,248,72
2745410,paytronix/ASIHTTPRequest,186,54
13841281,blender,224,65
